,P. Mass (EU),P. Radius (EU),P. Density (EU),P. Gravity (EU),P. Esc Vel (EU),P. Teq Mean (K),P. Surf Press (EU),P. Mag,P. Appar Size (deg),P. Period (days),P. Sem Major Axis (AU),P. Eccentricity,P. Mean Distance (AU),P. Omega (deg),S. Mass (SU),S. Radius (SU),S. Teff (K),S. Luminosity (SU),S. RA (hrs),S. DEC (deg),S. Mag from Planet,S. Size from Planet (deg),S. No. Planets,S. No. Planets HZ,S. Hab Zone Min (AU),S. Hab Zone Max (AU),P. HZD,P. HZC,P. HZA,P. HZI,P. ESI,S. HabCat,P. Habitable,P. Confirmed
90,148.48,14.9,0.04,0.67,3.16,1316.3,6.7,-30.24,28.6,4.04,0.0495,0.09,0.05,231.7,1.0,1.19,6100.0,1.747345,6.7519,0.8153,-33.9,12.8552,1.0,0.0,0.973,2.274,-2.42,11.74,-0.05,0.08,0.06,0.0,0.0,1.0
91,941.1,13.06,0.42,5.52,8.49,929.2,397.7,-28.44,25.02,8.89,0.0855,0.1,0.09,0.0,1.05,1.02,6090.0,1.296602,18.7383,6.6633,-32.4,6.4243,1.0,0.0,0.838,1.961,-2.34,9.46,3.65,0.09,0.07,0.0,0.0,1.0
92,4.74,1.52,1.34,2.04,1.76,1664.6,6.4,-26.3,2.89,0.85,0.0172,0.12,0.02,0.0,0.93,0.87,5313.0,0.541113,6.7303,-1.0628,-34.9,27.4125,2.0,0.0,0.567,1.355,-2.4,-0.38,-0.9,0.28,0.28,0.0,0.0,1.0
93,13.56,4.08,0.2,0.81,1.82,1017.9,2.7,-26.31,7.77,3.7,0.046,0.12,0.05,0.0,0.93,0.87,5313.0,0.541113,6.7303,-1.0628,-32.8,10.1658,2.0,0.0,0.567,1.355,-2.32,2.98,-0.63,0.21,0.24,0.0,0.0,1.0
94,68.62,6.37,0.26,1.69,3.28,783.1,18.2,-26.12,12.14,6.21,0.063,0.0,0.06,0.0,0.88,0.77,5080.0,0.354263,19.4392,1.4267,-31.6,6.5169,1.0,0.0,0.464,1.119,-2.23,3.79,0.54,0.18,0.14,0.0,0.0,1.0
95,267.07,10.53,0.23,2.41,5.04,376.5,61.1,-24.04,20.11,95.27,0.407,0.13,0.4,37.0,0.99,0.94,5625.0,0.793662,18.7192,6.2042,-28.5,1.2419,1.0,0.0,0.675,1.596,-1.58,6.79,3.27,0.11,0.25,0.0,0.0,1.0
96,874.34,10.86,0.68,7.41,8.97,600.8,596.2,-26.56,20.76,13.24,0.1055,0.53,0.09,218.9,0.89,0.79,5075.0,0.37144,19.4042,0.7461,-30.9,4.7072,1.0,0.0,0.476,1.147,-2.09,7.28,5.0,0.1,0.11,0.0,0.0,1.0
97,740.8,16.02,0.18,2.89,6.8,1563.6,133.6,-31.14,30.81,2.99,0.0435,0.0,0.04,0.0,1.27,1.36,6343.0,2.686251,18.7125,5.9378,-34.6,16.7167,1.0,0.0,1.189,2.766,-2.45,12.0,1.6,0.07,0.06,0.0,0.0,1.0
98,291.55,16.13,0.07,1.12,4.25,1318.7,20.3,-30.42,31.03,2.83,0.0402,0.07,0.04,105.0,1.08,1.12,5675.0,1.158995,6.7178,-1.2964,-33.9,14.8874,1.0,0.0,0.813,1.921,-2.4,12.09,0.53,0.07,0.06,0.0,0.0,1.0
99,415.87,9.91,0.43,4.23,6.48,1166.5,177.6,-28.82,18.92,4.04,0.051,0.0,0.05,0.0,1.09,1.01,5945.0,1.143247,6.8481,-5.0864,-33.4,10.5688,1.0,0.0,0.794,1.864,-2.39,6.07,1.94,0.13,0.09,0.0,0.0,1.0
100,2416.34,12.21,1.33,16.21,14.07,1781.4,3209.1,-31.12,23.36,1.51,0.027,0.0,0.03,0.0,1.13,1.21,6035.0,1.742487,6.895,-5.5361,-35.2,24.0589,1.0,0.0,0.975,2.283,-2.45,10.87,4.71,0.08,0.07,0.0,0.0,1.0
101,20157.4,12.54,10.21,128.1,40.09,1559.9,205854.7,-30.6,24.01,3.06,0.045,0.0,0.04,0.0,1.3,1.06,7300.0,2.846131,6.4744,6.1862,-34.6,12.5852,1.0,0.0,1.17,2.696,-2.47,46.94,17.89,0.02,0.07,0.0,0.0,1.0
102,170.1,13.1,0.08,0.99,3.6,1085.5,12.9,-29.27,25.1,5.35,0.0618,0.33,0.06,168.4,1.1,1.19,5650.0,1.294725,18.5683,-6.0025,-33.2,10.887,1.0,0.0,0.86,2.034,-2.36,9.73,0.35,0.09,0.07,0.0,0.0,1.0
103,772.59,11.42,0.52,5.92,8.22,1486.4,400.4,-30.18,21.84,3.77,0.0461,0.0,0.05,0.0,1.04,1.59,5740.0,2.462247,18.5797,-6.6122,-34.4,18.4601,1.0,0.0,1.18,2.784,-2.41,7.7,2.39,0.11,0.08,0.0,0.0,1.0
104,1103.25,14.67,0.35,5.13,8.67,1396.0,385.4,-30.47,28.16,1.9,0.0295,0.08,0.03,0.0,0.95,1.0,5440.0,0.785752,6.5447,0.0314,-34.2,18.1994,1.0,0.0,0.679,1.615,-2.39,11.26,2.75,0.08,0.06,0.0,0.0,1.0
105,352.91,14.45,0.12,1.69,4.94,1515.3,41.3,-30.78,27.73,3.9,0.0518,0.05,0.05,86.0,1.21,1.65,6090.0,3.359904,6.4689,0.1706,-34.5,17.0568,1.0,0.0,1.35,3.156,-2.44,10.38,0.72,0.09,0.06,0.0,0.0,1.0
106,1348.07,9.41,1.62,15.23,11.97,810.2,2182.4,-27.62,17.95,9.24,0.0902,0.56,0.07,56.3,1.14,0.92,5880.0,0.907768,6.5154,0.2269,-32.3,6.5751,1.0,0.0,0.711,1.67,-2.29,6.42,5.94,0.1,0.1,0.0,0.0,1.0
107,718.54,14.56,0.23,3.39,7.02,1867.0,167.3,-31.71,27.95,2.72,0.0417,0.0,0.04,0.0,1.29,1.95,6200.0,5.015286,6.7368,-0.2991,-35.4,25.0558,1.0,0.0,1.638,3.822,-2.46,10.6,1.41,0.08,0.06,0.0,0.0,1.0
108,12.2,4.88,0.11,0.51,1.58,919.8,1.3,-26.24,9.28,9.76,0.092,0.08,0.09,210.0,1.1,1.14,5939.0,1.440456,18.7111,6.225,-32.3,6.6036,1.0,0.0,0.892,2.093,-2.33,4.45,-0.72,0.16,0.16,0.0,0.0,1.0
109,890.23,12.1,0.5,6.08,8.58,1508.9,447.8,-30.41,23.14,3.63,0.0477,0.16,0.05,51.8,1.14,1.61,5900.0,2.818056,18.6522,4.3578,-34.5,18.2997,1.0,0.0,1.251,2.937,-2.43,8.47,2.52,0.1,0.07,0.0,0.0,1.0
110,5.72,3.7,0.11,0.42,1.24,855.3,0.6,-25.31,7.03,5.11,0.056,0.0,0.06,0.0,0.91,0.86,4950.0,0.398389,6.795,-3.7194,-32.0,8.191,2.0,0.0,0.496,1.201,-2.25,3.79,-0.91,0.18,0.19,0.0,0.0,1.0
111,27.98,4.93,0.23,1.15,2.38,646.6,6.5,-24.72,9.38,11.76,0.098,0.0,0.1,0.0,0.91,0.86,4950.0,0.398389,6.795,-3.7194,-30.8,4.6779,2.0,0.0,0.496,1.201,-2.13,3.15,0.08,0.21,0.18,0.0,0.0,1.0
112,85.84,12.1,0.05,0.59,2.66,1208.4,4.2,-29.41,23.14,4.86,0.0578,0.0,0.06,0.0,1.09,1.19,6040.0,1.690953,18.7086,6.5139,-33.5,10.9886,1.0,0.0,0.96,2.248,-2.4,9.82,-0.25,0.09,0.08,0.0,0.0,1.0
113,165.33,14.11,0.06,0.83,3.42,1437.8,9.7,-30.5,27.07,4.2,0.0526,0.0,0.05,0.0,1.09,1.79,5590.0,2.807005,18.65,6.97,-34.3,18.2119,1.0,0.0,1.271,3.011,-2.4,10.78,0.02,0.08,0.06,0.0,0.0,1.0
114,3303.4,11.28,2.3,25.97,17.11,1238.8,7606.4,-29.37,21.56,3.58,0.0476,0.07,0.05,0.0,1.05,1.08,5900.0,1.268076,18.5664,5.5386,-33.6,12.1397,1.0,0.0,0.839,1.97,-2.4,11.16,7.66,0.07,0.08,0.0,0.0,1.0
115,153.88,10.7,0.13,1.35,3.79,1247.1,19.4,-29.28,20.43,5.21,0.059,0.05,0.06,126.0,1.01,1.78,5150.0,1.999672,18.5792,5.5739,-33.7,16.149,1.0,0.0,1.099,2.643,-2.35,7.43,0.35,0.11,0.08,0.0,0.0,1.0
116,270.25,10.08,0.26,2.66,5.18,1113.7,71.3,-28.66,19.25,2.85,0.039,0.08,0.04,87.0,0.98,0.9,5260.0,0.556311,18.5936,6.4797,-33.2,12.3636,1.0,0.0,0.577,1.38,-2.34,6.35,1.27,0.13,0.09,0.0,0.0,1.0
117,902.95,11.42,0.61,6.92,8.89,821.4,546.9,-27.6,21.84,9.06,0.084,0.01,0.08,178.1,0.98,0.91,5660.0,0.762497,18.5067,6.8358,-31.8,5.7758,1.0,0.0,0.66,1.56,-2.28,7.85,4.27,0.1,0.09,0.0,0.0,1.0
118,267.07,16.35,0.06,1.0,4.04,1434.2,16.3,-30.81,31.47,4.63,0.0586,0.02,0.06,303.6,1.25,2.15,5370.0,3.448767,6.3214,-4.4222,-34.3,19.6525,1.0,0.0,1.427,3.404,-2.38,12.38,0.33,0.07,0.06,0.0,0.0,1.0
119,47.69,6.38,0.18,1.17,2.73,878.1,8.7,-26.62,12.15,6.72,0.071,0.0,0.07,0.0,1.09,0.79,5970.0,0.711281,6.6797,9.2575,-32.1,5.9323,1.0,0.0,0.626,1.467,-2.32,4.27,0.05,0.17,0.13,0.0,0.0,1.0
120,18822.05,12.32,10.07,124.01,39.09,928.0,189453.1,-28.3,23.58,5.82,0.0579,0.07,0.06,179.3,0.86,0.94,5225.0,0.590868,18.6428,5.6247,-32.4,8.6814,1.0,0.0,0.595,1.427,-2.29,42.8,23.06,0.02,0.08,0.0,0.0,1.0
121,5404.98,24.64,0.36,8.9,14.81,9.0,1952.8,-9.6,48.24,721.5746168324818,440.0,0.0,440.0,0.0,0.9731187859759288,0.7,5150.0,0.30688,11.0692,-76.4553,-12.2,0.0008,1.0,0.0,0.431,1.035,1453.04,34.29,93.5,0.0,0.04,0.0,0.0,1.0
122,1971.23,21.39,0.2,4.31,9.6,2123.9,396.9,-33.11,41.56,0.45,0.0084,0.0,0.01,0.0,0.39,1.39,3740.0,0.339161,5.4189,1.5733,-36.0,100.9585,1.0,0.0,0.475,1.217,-2.26,19.95,2.3,0.05,0.04,0.0,0.0,1.0
123,10015.11,10.21,9.4,96.04,31.32,49.0,94191.8,-15.24,19.5,247.75,0.36,0.36,0.34,41.8,0.04,0.1,2150.0,0.000184,8.3842,-48.7997,-19.7,0.1559,1.0,0.0,0.011,0.03,36.18,19.58,82.9,0.01,0.04,0.0,0.0,1.0
124,3497.34,11.52,2.29,26.36,17.42,5.5,8002.9,-5.75,22.03,721.5746168324818,330.0,0.0,330.0,0.0,0.37,0.35,3840.0,0.023366,4.495,26.5494,-10.0,0.0006,1.0,0.0,0.124,0.317,3418.02,11.75,142.13,0.0,0.06,0.0,0.0,1.0
125,1923.54,11.68,1.21,14.09,12.83,60.8,2320.3,-16.51,22.34,10230.0,8.19,0.39,7.54,282.0,0.69,0.17,9790.0,0.226671,11.2878,17.9614,-20.7,0.0118,1.0,0.0,0.33,0.761,36.26,9.54,29.27,0.02,0.08,0.0,0.0,1.0
126,1774.11,11.68,1.11,13.0,12.32,765.3643735286424,1973.3,-23.631825334382377,22.35,721.5746168324818,1148.0,0.0,1148.0,0.0,0.9731187859759288,1.4982379558158103,5481.50649867374,4.748896123665712,7.1194,60.6473,-30.396547214229663,6.976087276129377,1.0,0.0,0.9733436334576451,2.323896377197656,120.02285377975412,9.31,4.429553382663848,0.21608879492600425,0.2633656110965716,0.0,0.0,1.0
127,3198.48,11.57,2.07,23.91,16.63,111.7,6610.9,-18.92,22.12,4967.0,5.8,0.0,5.8,0.0,1.06,2.53,3840.0,1.242417,10.5647,58.7819,-23.1,0.2327,1.0,0.0,0.907,2.314,5.95,11.35,28.69,0.03,0.1,0.0,0.0,1.0
128,3.57,2.65,0.19,0.51,1.16,324.9,0.7,-20.37,5.05,30.95,0.1641,0.0,0.16,0.0,0.61,0.59,3880.0,0.071262,8.9629,21.4536,-27.8,1.9226,1.0,0.0,0.217,0.553,-1.32,2.44,-0.49,0.26,0.55,0.0,0.0,1.0
129,4.31,1.59,1.07,1.7,1.65,510.7,4.6,-21.22,3.02,9.32,0.0731,0.0,0.07,0.0,0.64,0.6,4043.0,0.086299,22.6869,-14.489,-29.8,4.3752,2.0,0.0,0.238,0.601,-1.91,-0.15,-0.32,0.34,0.35,0.0,0.0,1.0
130,8.68,1.92,1.24,2.37,2.13,431.1,10.7,-20.89,3.64,15.5,0.1026,0.0,0.1,0.0,0.64,0.6,4043.0,0.086299,22.6869,-14.489,-29.0,3.1169,2.0,0.0,0.238,0.601,-1.75,-0.14,0.25,0.36,0.4,0.0,0.0,1.0
131,7.97,3.43,0.2,0.68,1.52,438.4,1.6,-22.33,6.52,3.48,0.0299,0.27,0.03,62.1,0.29,0.29,3180.0,0.007984,4.2183,15.2478,-29.2,5.4621,1.0,0.0,0.073,0.193,-1.72,2.7,-0.34,0.24,0.31,0.0,0.0,1.0
132,4.29,2.81,0.19,0.54,1.24,331.3,0.8,-20.58,5.34,32.65,0.1735,0.0,0.17,0.0,0.65,0.63,3940.0,0.086086,12.1089,-5.8274,-27.9,1.9382,1.0,0.0,0.238,0.605,-1.35,2.48,-0.42,0.26,0.52,0.0,0.0,1.0
133,12.05,2.74,0.58,1.6,2.1,1244.9,7.0,-26.32,5.22,5.66,0.0647,0.12,0.06,0.0,1.13,1.52,5830.0,2.394701,11.6008,-2.5208,-33.7,12.6368,1.0,0.0,1.158,2.724,-2.4,0.96,-0.58,0.27,0.22,0.0,0.0,1.0
134,22.64,2.41,1.62,3.9,3.07,1015.0,36.7,-25.12,4.58,2.51,0.0334,0.0,0.03,0.0,0.79,0.74,4890.0,0.280924,11.3196,-0.2844,-32.8,11.8303,1.0,0.0,0.417,1.013,-2.29,-0.12,0.13,0.3,0.24,0.0,0.0,1.0
135,70.9,9.52,0.08,0.78,2.73,973.6,5.8,-28.16,18.17,11.63,0.102,0.39,0.09,143.0,1.1,1.67,5513.0,2.308631,11.8689,0.4933,-32.8,9.4807,1.0,0.0,1.158,2.75,-2.32,7.31,-0.08,0.12,0.09,0.0,0.0,1.0
136,10.17,1.99,1.28,2.56,2.26,148.9,13.1,-16.33,3.79,7.52,0.601,0.0,0.6,0.0,0.51,0.49,3720.0,0.042099,12.2539,2.021,-24.4,0.4389,1.0,0.0,0.167,0.429,2.31,-0.13,1.85,0.25,0.39,0.0,0.0,1.0
137,445.12,2.8,20.28,56.78,12.61,1359.1,9025.5,-26.73,5.32,0.38,0.0088,0.0,0.01,0.0,0.6,0.57,3830.0,0.062724,11.2989,2.6186,-34.0,35.063,1.0,0.0,0.204,0.52,-2.23,-0.6,4.88,0.16,0.22,0.0,0.0,1.0
138,2.23,1.32,0.97,1.28,1.3,1232.2,2.2,-24.66,2.51,1.42,0.023,0.0,0.02,0.0,0.8,0.74,4924.0,0.288819,11.2967,3.8664,-33.6,17.2288,2.0,0.0,0.422,1.025,-2.33,-0.16,-1.01,0.28,0.29,0.0,0.0,1.0
139,4.24,2.8,0.19,0.54,1.23,792.8,0.8,-24.37,5.32,5.34,0.0555,0.0,0.06,0.0,0.8,0.74,4924.0,0.288819,11.2967,3.8664,-31.7,7.1106,2.0,0.0,0.422,1.025,-2.22,2.48,-0.89,0.23,0.23,0.0,0.0,1.0
140,4.54,1.61,1.08,1.74,1.68,974.0,4.9,-24.07,3.07,4.44,0.051,0.0,0.05,0.0,0.9,0.85,5413.0,0.556519,16.23,-24.7869,-32.6,8.8836,3.0,0.0,0.572,1.362,-2.32,-0.15,-0.69,0.29,0.28,0.0,0.0,1.0
141,3.97,2.74,0.19,0.53,1.2,861.0,0.8,-24.69,5.22,6.43,0.0653,0.0,0.07,0.0,0.9,0.85,5413.0,0.556519,16.23,-24.7869,-32.0,6.9394,3.0,0.0,0.572,1.362,-2.28,2.46,-0.94,0.22,0.23,0.0,0.0,1.0
142,3.92,2.73,0.19,0.52,1.2,662.8,0.8,-23.54,5.2,14.09,0.1102,0.0,0.11,0.0,0.9,0.85,5413.0,0.556519,16.23,-24.7869,-30.9,4.1109,3.0,0.0,0.572,1.362,-2.17,2.46,-0.83,0.23,0.25,0.0,0.0,1.0
143,3.88,1.55,1.05,1.63,1.59,1184.0,4.1,-24.83,2.94,4.02,0.0506,0.0,0.05,0.0,1.07,1.1,5757.0,1.192505,16.0022,-23.1892,-33.4,11.6136,2.0,0.0,0.821,1.934,-2.38,-0.15,-0.84,0.28,0.28,0.0,0.0,1.0
144,23.12,2.42,1.63,3.95,3.09,857.8,37.8,-24.4,4.6,10.56,0.0963,0.0,0.1,0.0,1.07,1.1,5757.0,1.192505,16.0022,-23.1892,-32.0,6.0881,2.0,0.0,0.821,1.934,-2.3,-0.11,0.31,0.3,0.24,0.0,0.0,1.0
145,8.58,1.9,1.24,2.37,2.12,1124.4,10.7,-25.06,3.62,5.35,0.0621,0.0,0.06,0.0,0.89,1.23,5730.0,1.46325,3.9927,21.2987,-33.2,10.5703,1.0,0.0,0.91,2.148,-2.37,-0.15,-0.51,0.29,0.26,0.0,0.0,1.0
146,10.88,2.03,1.31,2.65,2.32,846.7,14.2,-23.96,3.85,1.29,0.0188,0.0,0.02,0.0,0.53,0.51,3676.0,0.043115,8.9237,10.4691,-32.0,14.5811,2.0,0.0,0.169,0.436,-2.13,-0.13,-0.19,0.32,0.26,0.0,0.0,1.0
147,9.09,1.94,1.25,2.42,2.17,523.9,11.3,-21.76,3.68,5.44,0.0491,0.0,0.05,0.0,0.53,0.51,3676.0,0.043115,8.9237,10.4691,-29.9,5.5701,2.0,0.0,0.169,0.436,-1.9,-0.14,0.1,0.34,0.33,0.0,0.0,1.0
148,32.11,4.26,0.42,1.77,2.75,1006.2,13.4,-26.33,8.09,10.14,0.0943,0.0,0.09,0.0,1.07,1.31,6120.0,2.163221,8.4326,11.5111,-32.7,7.414,1.0,0.0,1.081,2.526,-2.37,2.08,-0.06,0.24,0.17,0.0,0.0,1.0
149,588.19,10.55,0.5,5.28,7.47,661.1,294.6,-26.48,20.15,11.39,0.0931,0.0,0.09,0.0,0.83,0.83,5027.0,0.392813,8.5255,11.9223,-30.9,4.7414,1.0,0.0,0.49,1.184,-2.14,6.72,3.88,0.11,0.11,0.0,0.0,1.0
150,267.07,12.49,0.14,1.71,4.62,621.6,36.6,-26.6,23.9,20.27,0.1367,0.14,0.14,104.0,0.83,0.88,5560.0,0.665489,8.4369,12.2819,-30.6,3.4677,1.0,0.0,0.62,1.47,-2.14,8.67,1.85,0.1,0.1,0.0,0.0,1.0
151,16.46,2.24,1.46,3.28,2.71,368.0,24.1,-20.58,4.26,21.17,0.127,0.18,0.12,0.0,0.61,0.59,3880.0,0.070782,8.694,17.64,-28.4,2.5173,1.0,0.0,0.216,0.551,-1.53,-0.12,0.99,0.35,0.48,0.0,0.0,1.0
152,10.64,2.02,1.3,2.62,2.3,549.8,13.8,-22.07,3.83,14.68,0.1089,0.1,0.11,0.0,0.8,0.73,4819.0,0.257848,8.6896,18.9339,-30.1,3.5914,1.0,0.0,0.401,0.977,-2.01,-0.13,0.16,0.33,0.31,0.0,0.0,1.0
153,16.46,2.24,1.46,3.28,2.71,541.4,24.1,-22.22,4.26,2.64,0.0266,0.0,0.03,0.0,0.36,0.35,3385.0,0.01443,8.6685,19.0929,-30.0,7.0164,1.0,0.0,0.098,0.257,-1.91,-0.12,0.52,0.34,0.3,0.0,0.0,1.0
154,27.02,6.12,0.12,0.72,2.1,811.2,3.2,-26.18,11.64,19.49,0.148,0.0,0.15,0.0,1.18,1.38,6025.0,2.251522,9.105,19.4022,-31.8,4.9706,1.0,0.0,1.109,2.598,-2.29,4.82,-0.3,0.16,0.14,0.0,0.0,1.0
155,8.48,1.9,1.23,2.34,2.11,711.4,10.4,-23.1,3.62,1.97,0.0246,0.18,0.02,0.0,0.51,0.48,3660.0,0.037093,8.6425,19.7738,-31.3,10.5855,1.0,0.0,0.157,0.405,-2.07,-0.14,-0.21,0.32,0.28,0.0,0.0,1.0
156,2.37,1.34,0.97,1.31,1.33,605.9,2.3,-21.61,2.55,9.92,0.0828,0.1,0.08,0.0,0.77,0.71,4695.0,0.21976,8.6704,19.7788,-30.5,4.5955,1.0,0.0,0.372,0.911,-2.07,-0.16,-0.69,0.31,0.33,0.0,0.0,1.0
157,8.29,3.47,0.2,0.69,1.55,1717.9,1.6,-28.3,6.6,1.67,0.0291,0.24,0.03,0.0,1.18,1.19,6120.0,1.782336,8.6401,20.1061,-35.1,22.5564,1.0,0.0,0.981,2.293,-2.45,2.72,-1.02,0.21,0.19,0.0,0.0,1.0
158,1.7,1.22,0.93,1.14,1.18,793.3,1.6,-22.57,2.32,2.22,0.0288,0.0,0.03,0.0,0.64,0.61,3903.0,0.077981,8.4318,20.3596,-31.7,11.343,1.0,0.0,0.227,0.577,-2.13,-0.17,-0.92,0.3,0.3,0.0,0.0,1.0
159,2.58,1.38,0.99,1.36,1.37,955.7,2.5,-23.64,2.62,0.96,0.0159,0.0,0.02,0.0,0.58,0.55,3672.0,0.050063,19.5889,-28.4978,-32.5,18.6505,1.0,0.0,0.183,0.47,-2.16,-0.16,-0.87,0.3,0.29,0.0,0.0,1.0
160,267.07,16.13,0.06,1.03,4.07,1619.1,17.0,-31.31,31.03,3.31,0.048,0.0,0.05,0.0,1.3,1.78,6030.0,3.758366,18.999,-22.2934,-34.8,19.8616,1.0,0.0,1.433,3.355,-2.44,12.17,0.23,0.07,0.06,0.0,0.0,1.0
161,11604.81,10.49,10.04,105.37,33.25,1062.0,116520.7,-28.58,20.05,5.29,0.0593,0.19,0.06,345.9,0.99,1.01,5850.0,1.071905,19.2928,-16.8717,-33.0,9.2605,1.0,0.0,0.774,1.819,-2.37,22.79,17.88,0.03,0.09,0.0,0.0,1.0
162,2.3,1.33,0.97,1.29,1.31,671.0,2.2,-22.03,2.53,4.38,0.0454,0.0,0.05,0.0,0.65,0.63,4079.0,0.099206,0.9679,-0.1932,-31.0,7.4238,3.0,0.0,0.255,0.643,-2.08,-0.16,-0.75,0.31,0.31,0.0,0.0,1.0
163,5.82,1.72,1.13,1.95,1.84,576.1,6.6,-21.92,3.28,6.92,0.0616,0.0,0.06,0.0,0.65,0.63,4079.0,0.099206,0.9679,-0.1932,-30.3,5.4697,3.0,0.0,0.255,0.643,-2.0,-0.15,-0.25,0.33,0.32,0.0,0.0,1.0
164,4.77,1.64,1.09,1.78,1.71,513.9,5.2,-21.31,3.11,9.76,0.0774,0.0,0.08,0.0,0.65,0.63,4079.0,0.099206,0.9679,-0.1932,-29.8,4.3525,3.0,0.0,0.255,0.643,-1.92,-0.15,-0.27,0.34,0.35,0.0,0.0,1.0
165,406.96,10.19,0.38,3.92,6.32,1058.7,156.4,-28.46,19.46,5.82,0.0575,0.0,0.06,0.0,1.01,1.05,5627.0,0.986032,1.2967,6.7022,-32.9,9.7153,1.0,0.0,0.752,1.779,-2.35,6.34,2.02,0.12,0.09,0.0,0.0,1.0
166,4.77,1.64,1.09,1.78,1.71,432.0,5.2,-20.55,3.11,11.33,0.083,0.0,0.08,0.0,0.59,0.57,3745.0,0.056937,0.6548,7.2771,-29.0,3.6476,1.0,0.0,0.194,0.499,-1.73,-0.15,-0.14,0.36,0.42,0.0,0.0,1.0
167,10.17,1.99,1.28,2.56,2.26,377.8,13.1,-20.4,3.79,10.59,0.0727,0.0,0.07,0.0,0.46,0.44,3499.0,0.025565,1.2229,8.9875,-28.4,3.1964,1.0,0.0,0.131,0.339,-1.56,-0.13,0.52,0.38,0.48,0.0,0.0,1.0
168,2.37,1.34,0.97,1.31,1.33,541.9,2.3,-21.11,2.55,3.84,0.0365,0.0,0.04,0.0,0.44,0.43,3585.0,0.027275,1.287,9.5014,-30.0,6.2667,1.0,0.0,0.135,0.349,-1.92,-0.16,-0.63,0.33,0.35,0.0,0.0,1.0
169,323.98,12.26,0.18,2.15,5.14,1017.9,56.9,-28.71,23.47,6.57,0.0591,0.12,0.06,98.9,1.0,0.99,5654.0,0.893197,12.5425,-9.6076,-32.8,8.9739,1.0,0.0,0.715,1.689,-2.34,8.35,1.38,0.1,0.08,0.0,0.0,1.0
170,157.38,12.2,0.09,1.06,3.59,1433.0,13.7,-30.29,23.34,9.17,0.0916,0.29,0.09,82.6,1.19,4.11,4878.0,8.581054,12.1444,-8.7472,-34.4,25.1874,1.0,0.0,2.307,5.607,-2.34,8.92,0.08,0.1,0.07,0.0,0.0,1.0
171,16.11,2.23,1.45,3.24,2.69,699.6,23.4,-23.33,4.24,3.68,0.0408,0.0,0.04,0.0,0.67,0.65,3978.0,0.094632,12.6001,-2.6695,-31.1,8.4848,2.0,0.0,0.25,0.633,-2.09,-0.12,0.24,0.32,0.27,0.0,0.0,1.0
172,12.42,2.09,1.35,2.83,2.43,540.7,16.8,-22.07,3.98,7.95,0.0683,0.0,0.07,0.0,0.67,0.65,3978.0,0.094632,12.6001,-2.6695,-30.0,5.0655,2.0,0.0,0.25,0.633,-1.95,-0.13,0.29,0.34,0.31,0.0,0.0,1.0
173,451.47,17.38,0.09,1.49,5.1,1815.7,38.8,-31.97,33.51,2.63,0.0404,0.0,0.04,0.0,1.39,1.69,6367.0,4.211168,5.1244,16.8675,-35.3,22.4358,1.0,0.0,1.486,3.457,-2.47,13.08,0.58,0.07,0.05,0.0,0.0,1.0
174,4.74,2.9,0.19,0.56,1.28,1312.1,0.9,-26.65,5.51,0.66,0.0128,0.0,0.01,0.0,0.67,0.65,4184.0,0.11581,10.529,0.9376,-33.9,27.2124,2.0,0.0,0.275,0.689,-2.26,2.51,-1.05,0.22,0.22,0.0,0.0,1.0
175,0.2,0.64,0.78,0.5,0.56,575.2,0.2,-19.74,1.21,7.81,0.0667,0.04,0.07,20.0,0.67,0.65,4184.0,0.11581,10.529,0.9376,-30.3,5.1884,2.0,0.0,0.275,0.689,-2.0,-0.19,-1.28,0.3,0.33,0.0,0.0,1.0
176,1.4,1.1,1.06,1.16,1.13,430.8,1.5,-19.67,2.09,5.24,0.0441,0.0,0.04,0.0,0.4,0.36,3420.0,0.015907,10.7064,4.4414,-29.0,4.3514,3.0,0.0,0.103,0.269,-1.71,-0.33,-0.68,0.35,0.45,0.0,0.0,1.0
177,0.89,1.0,0.9,0.9,0.95,377.0,0.8,-18.88,1.89,7.78,0.0576,0.0,0.06,0.0,0.4,0.36,3420.0,0.015907,10.7064,4.4414,-28.4,3.3312,3.0,0.0,0.103,0.269,-1.55,-0.21,-0.79,0.36,0.54,0.0,0.0,1.0
178,1.3,1.1,0.99,1.08,1.09,345.7,1.3,-18.71,2.09,10.12,0.0685,0.0,0.07,0.0,0.4,0.36,3420.0,0.015907,10.7064,4.4414,-28.1,2.801,3.0,0.0,0.103,0.269,-1.42,-0.26,-0.6,0.39,0.61,0.0,0.0,1.0
179,2.71,1.4,0.99,1.39,1.39,1034.4,2.7,-24.02,2.65,2.47,0.0332,0.0,0.03,0.0,0.8,0.74,4950.0,0.298967,15.3653,-20.2317,-32.8,11.9912,3.0,0.0,0.429,1.04,-2.3,-0.16,-0.89,0.29,0.29,0.0,0.0,1.0
180,2.3,1.33,0.97,1.3,1.31,728.5,2.2,-22.39,2.54,721.5746168324818,0.0669,0.0,0.07,0.0,0.8,0.74,4950.0,0.298967,15.3653,-20.2317,-31.3,5.9399,3.0,0.0,0.429,1.04,-2.19,-0.16,-0.79,0.3,0.31,0.0,0.0,1.0
